ID	Assembly_ID	Diversity Set: 447	Selection Set: 369	Population group in Selection analyses	See KING_relatives_allchr if not 0	Sex	Y chr haplogroup	Population	location	Country_of_origin	Continent_region_of_origin	Subregion	Language group	comment	x (rounded for privacy reasons)	y (rounded for privacy reasons)	sample_type	CG_metrics	Unusual_metrics_Junctions	Unusual_metrics_MEIs	Unusual_metrics_SVs	Unusual_metrics_RepeatRegionSNPs	Unusual_metrics_CNVs	publication	dbSNP_version	CG-software version	CG-software format version	ID_chipdata	ID_chipdata_from_data	ID_chipdata_chip_duplicate or pedigree ID for estonians	CG_Sample_ID	Deliverable_ID	Assembly_ID	diversity and selection	approximate #  makers on chip	Illumina bead chip version
Murut19	GS000019986-ASM	1	1	Island SEA	0	male	Q2c	Murut	Brunei	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.5	114.7	saliva	normal						this study	137	2.4.0.37	2.4	Murut19	Murut19		GS02084-DNA_C06	GS000027499-DID	GS000019986-ASM	TRUE	730 000	HumanOmniExpress
Murut13	GS000019985-ASM	1	1	Island SEA	0	male	O1c	Murut	Temburong	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.6	115.1	saliva	normal						this study	137	2.4.0.37	2.4	Murut13	Murut13		GS02084-DNA_B06	GS000027498-DID	GS000019985-ASM	TRUE	730 000	HumanOmniExpress
Murut11	GS000019984-ASM	1	1	Island SEA	0	female		Murut	Temburong	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.6	115.1	saliva	normal						this study	137	2.4.0.37	2.4	Murut11	Murut11		GS02084-DNA_A06	GS000027497-DID	GS000019984-ASM	TRUE	730 000	HumanOmniExpress
Murut4	GS000019982-ASM	1	1	Island SEA	0	female		Murut	Temburong	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.6	115.1	saliva	normal						this study	137	2.4.0.37	2.4	Murut4	Murut4		GS02084-DNA_F05	GS000027494-DID	GS000019982-ASM	TRUE	730 000	HumanOmniExpress
Murut3	GS000019981-ASM	1	1	Island SEA	0	male	C7b1	Murut	Temburong	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.6	115.1	saliva	normal						this study	137	2.4.0.37	2.4	Murut3	Murut3		GS02084-DNA_E05	GS000027493-DID	GS000019981-ASM	TRUE	730 000	HumanOmniExpress
Murut20	GS000019987-ASM	1	1	Island SEA	0	female		Murut	Brunei	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.5	114.7	saliva	normal						this study	137	2.4.0.37	2.4	Murut20	Murut20		GS02084-DNA_D06	GS000027500-DID	GS000019987-ASM	TRUE	730 000	HumanOmniExpress
Murut6	GS000019983-ASM	1	1	Island SEA	0	male	O1c	Murut	Temburong	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.6	115.1	saliva	normal						this study	137	2.4.0.37	2.4	Murut6	Murut6		GS02084-DNA_G05	GS000027495-DID	GS000019983-ASM	TRUE	730 000	HumanOmniExpress
Murut5	GS000020272-ASM	1	1	Island SEA	1	male	C7b1	Murut	Temburong	Brunei	"Southeast Asia, Island"	Borneo	Austronesian/Malayo-Polynesian/North-Bornean		4.6	115.1	saliva	normal						this study	137	2.4.0.37	2.4	Murut5	Murut5		GS02084-DNA_H05	GS000027496-DID	GS000020272-ASM	TRUE	730 000	HumanOmniExpress
Vizyn1	GS000019969-ASM	1	1	Island SEA	0	female		Vizayan	"Surigao City, Philippines"	Philippines	"Southeast Asia, Island"	Mindanao	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	9.8	125.5	saliva	normal						this study	137	2.4.0.37	2.4	Vizaya1	Vizaya1		GS02084-DNA_C03	GS000027475-DID	GS000019969-ASM	TRUE	730 000	HumanOmniExpress
Vizyn3	GS000019970-ASM	1	1	Island SEA	0	female		Vizayan	"Cebu, Philippines"	Philippines	"Southeast Asia, Island"	Cebu	Austronesian/Malayo-Polynesian/Philippine	collected in Singapore	10.3	123.9	saliva	normal						this study	137	2.4.0.37	2.4	Vizaya3	Vizaya3		GS02084-DNA_D03	GS000027476-DID	GS000019970-ASM	TRUE	730 000	HumanOmniExpress
Burm4	GS000019905-ASM	1	1	E & SEA mainland	0	male	O3a1	Burmese	"Dedaye, Ayeyarwady Region, Myanmar"	Myanmar	"Southeast Asia, Mainland"		Sino-Tibetan/Tibeto-Burman/Lolo-Burmese		16.4	95.9	saliva	normal						this study	137	2.4.0.37	2.4	Burm4	Burm4		GS02084-DNA_E01	GS000027461-DID	GS000019905-ASM	TRUE	730 000	HumanOmniExpress
Burm12	GS000019904-ASM	1	1	E & SEA mainland	0	male	O3a1	Burmese	"Than-Lyin, Myanmar"	Myanmar	"Southeast Asia, Mainland"		Sino-Tibetan/Tibeto-Burman/Lolo-Burmese		16.8	96.2	saliva	normal						this study	137	2.4.0.37	2.4	Burm12	Burm12		GS02084-DNA_D01	GS000027460-DID	GS000019904-ASM	TRUE	730 000	HumanOmniExpress
Burm10	GS000019903-ASM	1	1	E & SEA mainland	0	male	H2	Burmese	"Pyuntaza, Nyanglaybin, Bago Div, Myanmar"	Myanmar	"Southeast Asia, Mainland"		Sino-Tibetan/Tibeto-Burman/Lolo-Burmese		17.9	96.7	saliva	normal						this study	137	2.4.0.37	2.4	Burm10	Burm10		GS02084-DNA_C01	GS000027459-DID	GS000019903-ASM	TRUE	730 000	HumanOmniExpress
Burm8	GS000019902-ASM	1	1	E & SEA mainland	0	male	O3a1	Burmese	"Ye-U, Sagaing Division, Myanmar"	Myanmar	"Southeast Asia, Mainland"		Sino-Tibetan/Tibeto-Burman/Lolo-Burmese		22.8	95.4	saliva	normal						this study	137	2.4.0.37	2.4	Burm8	Burm8		GS02084-DNA_B01	GS000027458-DID	GS000019902-ASM	TRUE	730 000	HumanOmniExpress
Burm3	GS000019901-ASM	1	1	E & SEA mainland	0	male	O3a1	Burmese	"Pyinmana, Nay Pyi Taw, Myanmar"	Myanmar	"Southeast Asia, Mainland"		Sino-Tibetan/Tibeto-Burman/Lolo-Burmese		19.7	96.2	saliva	normal						this study	137	2.4.0.37	2.4	Burm3	Burm3		GS02084-DNA_A01	GS000027457-DID	GS000019901-ASM	TRUE	730 000	HumanOmniExpress
Burm20	GS000019906-ASM	1	1	E & SEA mainland	0	male	O3a1	Burmese	"Yangon, Myanmar"	Myanmar	"Southeast Asia, Mainland"		Sino-Tibetan/Tibeto-Burman/Lolo-Burmese		16.8	96.1	saliva	normal						this study	137	2.4.0.37	2.4	Burm20	Burm20		GS02084-DNA_H01	GS000027464-DID	GS000019906-ASM	TRUE	730 000	HumanOmniExpress
Burm14	GS000020270-ASM	1	1	E & SEA mainland	0	male	H1a	Burmese	"Bilin, Mon State, Myanmar"	Myanmar	"Southeast Asia, Mainland"		Sino-Tibetan/Tibeto-Burman/Lolo-Burmese		17.2	97.2	saliva	normal						this study	137	2.4.0.37	2.4	Burm14	Burm14		GS02084-DNA_F01	GS000027462-DID	GS000020270-ASM	TRUE	730 000	HumanOmniExpress
Burm15	GS000022100-ASM	1	1	E & SEA mainland	0	male	O3b	Burmese	"Bilin, Mon State, Myanmar"	Myanmar	"Southeast Asia, Mainland"		Sino-Tibetan/Tibeto-Burman/Lolo-Burmese		17.2	97.2	saliva	normal						this study	137	2.4.0.43	2.4	Burm15	Burm15		GS02078-DNA_G05	GS000032399-DID	GS000022100-ASM	TRUE	730 000	HumanOmniExpress
VietC1	GS000035110-ASM	1	1	E & SEA mainland	0	female		Vietnamese_central	DaNang	Vietnam	"Southeast Asia, Mainland"		Austroasiatic/Mon-Khmer/Vietic	parents from Hue city and Quang nam province (same region)	16	108.2	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_B05	GS000035475-DID	GS000035110-ASM	TRUE		
VietC2	GS000035111-ASM	1	1	E & SEA mainland	0	female		Vietnamese_central	Hue	Vietnam	"Southeast Asia, Mainland"		Austroasiatic/Mon-Khmer/Vietic	parents from same place	16.5	107.6	blood	normal						this study	137	2.4.0.43	2.4	NOT_DONE	NOT_DONE		GS01548-DNA_C05	GS000035476-DID	GS000035111-ASM	TRUE		
VietN1	GS000019972-ASM	1	1	E & SEA mainland	0	male	O2a2	Vietnamese_north	"Hanoi, Vietnam"	Vietnam	"Southeast Asia, Mainland"		Austroasiatic/Mon-Khmer/Vietic	collected in Singapore	21	105.9	saliva	normal						this study	137	2.4.0.37	2.4	Viet6	Viet6		GS02084-DNA_F03	GS000027478-DID	GS000019972-ASM	TRUE	730 000	HumanOmniExpress
VietN2	GS000019947-ASM	1	1	E & SEA mainland	0	female		Vietnamese_north	"Bac Ninh, Vietnam"	Vietnam	"Southeast Asia, Mainland"		Austroasiatic/Mon-Khmer/Vietic	collected in Singapore	21.2	106.1	saliva	normal						this study	137	2.4.0.37	2.4	Viet10	Viet10		GS02084-DNA_H03	GS000027480-DID	GS000019947-ASM	TRUE	730 000	HumanOmniExpress
VietN3	GS000019948-ASM	1	1	E & SEA mainland	0	female		Vietnamese_north	"Hanoi, Vietnam"	Vietnam	"Southeast Asia, Mainland"		Austroasiatic/Mon-Khmer/Vietic	collected in Singapore	21	105.9	saliva	normal						this study	137	2.4.0.37	2.4	Viet24	Viet24		GS02084-DNA_A04	GS000027481-DID	GS000019948-ASM	TRUE	730 000	HumanOmniExpress
VietS1	GS000019971-ASM	1	1	E & SEA mainland	0	female		Vietnamese_south	"Ho Chi Minh City, Vietnam"	Vietnam	"Southeast Asia, Mainland"		Austroasiatic/Mon-Khmer/Vietic	collected in Singapore	10.8	106.6	saliva	normal						this study	137	2.4.0.37	2.4	Viet5	Viet5		GS02084-DNA_E03	GS000027477-DID	GS000019971-ASM	TRUE	730 000	HumanOmniExpress
VietS2	GS000019950-ASM	1	1	E & SEA mainland	0	male	O2a2	Vietnamese_south	"Tra Vinh, Vietnam"	Vietnam	"Southeast Asia, Mainland"		Austroasiatic/Mon-Khmer/Vietic	collected in Singapore	9.8	106.3	saliva	normal						this study	137	2.4.0.37	2.4	Viet29	Viet29		GS02084-DNA_C04	GS000027483-DID	GS000019950-ASM	TRUE	730 000	HumanOmniExpress
VietS3	GS000019949-ASM	1	1	E & SEA mainland	0	male	O2a1	Vietnamese_south	"Cantho City, Vietnam"	Vietnam	"Southeast Asia, Mainland"		Austroasiatic/Mon-Khmer/Vietic	collected in Singapore	10	105.8	saliva	normal						this study	137	2.4.0.37	2.4	Viet27	Viet27		GS02084-DNA_B04	GS000027482-DID	GS000019949-ASM	TRUE	730 000	HumanOmniExpress
VietS4	GS000019951-ASM	1	1	E & SEA mainland	0	female		Vietnamese_south	"Ho Chi Minh City, Vietnam"	Vietnam	"Southeast Asia, Mainland"		Austroasiatic/Mon-Khmer/Vietic	collected in Singapore	10.8	106.6	saliva	normal						this study	137	2.4.0.37	2.4	Viet33	Viet33		GS02084-DNA_D04	GS000027484-DID	GS000019951-ASM	TRUE	730 000	HumanOmniExpress
VietS5	GS000019946-ASM	1	1	E & SEA mainland	0	male	O2a1	Vietnamese_south	"Ho Chi Minh City, Vietnam"	Vietnam	"Southeast Asia, Mainland"		Austroasiatic/Mon-Khmer/Vietic	collected in Singapore	10.8	106.6	saliva	normal						this study	137	2.4.0.37	2.4	Viet8	Viet8		GS02084-DNA_G03	GS000027479-DID	GS000019946-ASM	TRUE	730 000	HumanOmniExpress
CArab1	GS000016217-ASM	1	1	West_Asia_Armenia	0	male	E2b2	Arabs-Israel-1	Sakhnin	Israel	West_Asia		Afro-Asiatic/Semitic/Central	Christian	32.9	35.3	blood	normal						this study	135	2.2.0.26	2.2	GRC12118127	GRC12118127		GS01562-DNA_F10	GS000020434-DID	GS000016217-ASM	TRUE	730 000	HumanOmniExpress
CArab2	GS000016885-ASM	1	1	West_Asia_Armenia	0	male	R1b1	Arabs-Israel-1	Abu_Snan	Israel	West_Asia		Afro-Asiatic/Semitic/Central	Christian	33	35.2	blood	normal						this study	135	2.2.0.26	2.2	GRC12118124	GRC12118084	GRC12118124	GS01565-DNA_E05	GS000021460-DID	GS000016885-ASM	TRUE	730 000	HumanOmniExpress
CArab3	GS000016206-ASM	1	1	West_Asia_Armenia	0	male	E2b1	Arabs-Israel-1	Iqrit	Israel	West_Asia		Afro-Asiatic/Semitic/Central	Christian	33.1	35.3	blood	normal						this study	135	2.2.0.26	2.2	GRC12118083	GRC12118083		GS01562-DNA_C09	GS000020423-DID	GS000016206-ASM	TRUE	730 000	HumanOmniExpress
MArab1	GS000016212-ASM	1	1	West_Asia_Armenia	0	male	T1a1	Arabs-Israel-2	Shefa-'Amr	Israel	West_Asia		Afro-Asiatic/Semitic/Central	Muslim	32.8	35.2	blood	normal						this study	135	2.2.0.26	2.2	GRC12118120	GRC12118120		GS01562-DNA_A10	GS000020429-DID	GS000016212-ASM	TRUE	730 000	HumanOmniExpress
MArab2	GS000016213-ASM	1	1	West_Asia_Armenia	0	male	J1b1	Arabs-Israel-2	Tamra	Israel	West_Asia		Afro-Asiatic/Semitic/Central	Muslim	32.6	35.4	blood	normal						this study	135	2.2.0.26	2.2	GRC12118126	GRC12118126		GS01562-DNA_B10	GS000020430-DID	GS000016213-ASM	TRUE	730 000	HumanOmniExpress
Assyr1	GS000013749-ASM	1	1	West_Asia_Armenia	0	male	R1a2	Assyrians	Nor_Artages_Armavir_Region	Armenia	West_Asia		Afro-Asiatic/Semitic/Central		40.1	44	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01567-DNA_D09	GS000018424-DID	GS000013749-ASM	TRUE		
Assyr3	GS000013750-ASM	1	1	West_Asia_Armenia	0	male	R1b11	Assyrians	Nor_Artages_Armavir_Region	Armenia	West_Asia		Afro-Asiatic/Semitic/Central		40.1	44	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01567-DNA_E09	GS000018425-DID	GS000013750-ASM	TRUE		
Assyr4	GS000013751-ASM	1	1	West_Asia_Armenia	0	male	J2a6	Assyrians	Nor_Artages_Armavir_Region	Armenia	West_Asia		Afro-Asiatic/Semitic/Central		40.1	44	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01567-DNA_F09	GS000018426-DID	GS000013751-ASM	TRUE		
ISR36	GS000016137-ASM	1	1	West_Asia_Armenia	0	female		Druze	Daliyat al-Karmel	Israel	West_Asia		Afro-Asiatic/Semitic/Central		32.7	35.1	blood	normal						this study	135	2.2.0.26	2.2	GRC12118105	GRC12118105		GS01562-DNA_E11	GS000020441-DID	GS000016137-ASM	TRUE	730 000	HumanOmniExpress
ISR34	GS000016135-ASM	1	1	West_Asia_Armenia	0	male	L1b	Druze	Shefa-'Amr	Israel	West_Asia		Afro-Asiatic/Semitic/Central		32.8	35.2	blood	normal						this study	135	2.2.0.26	2.2	GRC12118093	GRC12118093		GS01562-DNA_C11	GS000020439-DID	GS000016135-ASM	TRUE	730 000	HumanOmniExpress
ISR35	GS000016136-ASM	1	1	West_Asia_Armenia	0	male	J1b2	Druze	Mas'ada	Israel	West_Asia		Afro-Asiatic/Semitic/Central		32.8	35.4	blood	normal						this study	135	2.2.0.26	2.2	GRC12118099	GRC12118099		GS01562-DNA_D11	GS000020440-DID	GS000016136-ASM	TRUE	730 000	HumanOmniExpress
Iran3	GS000016875-ASM	1	1	West_Asia_Armenia	0	male	R1a2	Iranians	Iran	Iran	West_Asia		Indo-European/Indo-Iranian/Iranian/Southwestern/Persian	approximate/ Collected in Kuwait	35.1	51.2	blood	Unusal_metrics	1	1	0	1	1	this study	135	2.2.0.26	2.2	iran10	iran10		GS01562-DNA_H04	GS000020390-DID	GS000016875-ASM	TRUE	610 000	Human610-Quad v 1.0
Iran4	GS000016179-ASM	1	1	West_Asia_Armenia	0	male	E2a3	Iranians	Iran	Iran	West_Asia		Indo-European/Indo-Iranian/Iranian/Southwestern/Persian	approximate/ Collected in Kuwait	35.1	51.2	blood	normal						this study	135	2.2.0.26	2.2	iran13	iran13		GS01562-DNA_A05	GS000020391-DID	GS000016179-ASM	TRUE	610 000	Human610-Quad v 1.0
Iran1	GS000013747-ASM	1	1	West_Asia_Armenia	0	male	J2a8	Iranians	Kerman	Iran	West_Asia		Indo-European/Indo-Iranian/Iranian/Southwestern/Persian		30.4	57.1	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01567-DNA_B09	GS000018422-DID	GS000013747-ASM	TRUE		
Iran2	GS000014475-ASM	1	1	West_Asia_Armenia	0	male	G2a4	Iranians	Kerman	Iran	West_Asia		Indo-European/Indo-Iranian/Iranian/Southwestern/Persian		30.4	57.1	blood	normal						this study	135	2.2.0.26	2.2	NOT_DONE	NOT_DONE		GS01567-DNA_C09	GS000018423-DID	GS000014475-ASM	TRUE		
Jord1	GS000016181-ASM	1	1	West_Asia_Armenia	0	male	J2b1	Jordanians	Amman	Jordania	West_Asia		Afro-Asiatic/Semitic/Central	approximate	31.9	35.9	blood	normal						this study	135	2.2.0.26	2.2	Jordan502	Jordan502		GS01562-DNA_E05	GS000020395-DID	GS000016181-ASM	TRUE	660 000	Human660W-Quad v1.0
Jord2	GS000014474-ASM	1	1	West_Asia_Armenia	0	male	J1b4	Jordanians	Amman	Jordania	West_Asia		Afro-Asiatic/Semitic/Central	approximate	31.9	35.9	blood	Unusal_metrics	1	1	1	1	1	this study	135	2.2.0.26	2.2	Jordan560	Jordan560		GS01567-DNA_G08	GS000018419-DID	GS000014474-ASM	TRUE	660 000	Human660W-Quad v1.0
Lebn1	GS000017169-ASM	1	1	West_Asia_Armenia	0	male	N3a2	Lebanese	Beirut	Lebanon	West_Asia		Afro-Asiatic/Semitic/Central	approximate	33.8	35.6	blood	Unusal_metrics	1	1	0	1	1	this study	135	2.2.0.26	2.2	Lebanon6	Lebanon6		GS01562-DNA_F05	GS000020396-DID	GS000017169-ASM	TRUE	610 000	Human610-Quad v 1.0
Saudi1	GS000016180-ASM	1	1	West_Asia_Armenia	0	male	J1b1	Saudi-Arabians	Riyadh	Saudi_Arabia	West_Asia		Afro-Asiatic/Semitic/Central	approximate	24.8	46.7	blood	Unusal_metrics	1	1	0	1	1	this study	135	2.2.0.26	2.2	SaudiA3	SaudiA3		GS01562-DNA_C05	GS000020393-DID	GS000016180-ASM	TRUE	610 000	Human610-Quad v 1.0
Saudi2	GS000016277-ASM	1	1	West_Asia_Armenia	0	male	J1b1	Saudi-Arabians	Riyadh	Saudi_Arabia	West_Asia		Afro-Asiatic/Semitic/Central	approximate	24.8	46.7	blood	Unusal_metrics	1	1	1	1	1	this study	135	2.2.0.26	2.2	saudi1426	saudi1426		GS01567-DNA_F08	GS000018418-DID	GS000016277-ASM	TRUE	660 000	Human660W-Quad v1.0
